Col Centre Code,Receipt Date,Receipt Number,Receipt Type,PC,Consumer No,Mode,Cheque No,Receipt Amount,Modification
180965002-Riya Computer,13-Dec-25,0005322,01,1,190561384316,CASH,------,1620,--------
180965002-Riya Computer,13-Dec-25,0005323,01,1,190567621247,CASH,------,370,--------
180965002-Riya Computer,13-Dec-25,0005324,01,1,190560002401,CASH,------,510,--------
180965002-Riya Computer,13-Dec-25,0005325,01,1,190561470093,CASH,------,380,--------
180965002-Riya Computer,13-Dec-25,0005326,01,1,191940667844,CASH,------,170,--------
180965002-Riya Computer,13-Dec-25,0005327,01,1,190560272654,CASH,------,610,--------
180965002-Riya Computer,13-Dec-25,0005328,01,1,190560291934,CASH,------,160,--------
180965002-Riya Computer,13-Dec-25,0005329,01,1,190561453377,CASH,------,510,--------
180965002-Riya Computer,13-Dec-25,0008399,01,8,190011878575,CASH,------,520,--------
180965002-Riya Computer,13-Dec-25,0008400,01,8,190011937679,CASH,------,270,--------
180965002-Riya Computer,13-Dec-25,0008401,01,8,190011671440,CASH,------,390,--------
180965002-Riya Computer,13-Dec-25,0002666,01,8,193310025588,CASH,------,470,--------
180965002-Riya Computer,13-Dec-25,0000716,01,5,193231850875,CASH,------,410,--------
